172.18.0.1 - - [17/Oct/2025:07:35:06 +0000] "GET /images/sb_1.jpg HTTP/1.1" 200 3485 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:35:06 +0000] "GET /images/bg_2.jpg HTTP/1.1" 200 376761 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:35:06 +0000] "GET /images/bg_1.jpg HTTP/1.1" 200 123795 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:35:06 +0000] "GET /fonts/architectsdaughter.ttf HTTP/1.1" 200 43665 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:35:06 +0000] "GET /images/favicon.ico HTTP/1.1" 200 1449 "http://localhost:8081/login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:21 +0000] "GET /xss_get.php?firstname=John&lastname=Doe&form=submit HTTP/1.1" 302 385 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:21 +0000] "GET /login.php HTTP/1.1" 200 1780 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:22 +0000] "GET /js/html5.js HTTP/1.1" 200 1569 "http://localhost:8081/login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:22 +0000] "GET /images/favicon.ico HTTP/1.1" 200 1450 "http://localhost:8081/login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:49 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:36:49 +0000] "GET /favicon.ico HTTP/1.1" 403 492 "http://localhost:8081/xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:07:39:43 +0000] "HEAD / HTTP/1.1" 302 174 "-" "curl/8.14.1"
172.18.0.1 - - [17/Oct/2025:07:41:23 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:07 +0000] "GET / HTTP/1.1" 302 249 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:07 +0000] "GET /portal.php HTTP/1.1" 302 384 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:07 +0000] "GET /login.php HTTP/1.1" 200 267 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:46 +0000] "GET / HTTP/1.1" 302 249 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:46 +0000] "GET /portal.php HTTP/1.1" 302 384 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:36:46 +0000] "GET /login.php HTTP/1.1" 200 1780 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:37:44 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:10:49:09 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
